"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","Gate length (ns)","CZ error","RZZ error","MEASURE error","Operational"
"85","184.33586619545608","36.00770708066702","0.49755859375","0.38671875","0.6083984375","1560","0.00021070641404701522","24","0.00021070641404701522","0","0.00021070641404701522","0.00021070641404701522","77:68;86:68;84:68","77:0.004591963846369701;86:0.004079605737646819;84:0.00432881593351811","77:0.003122944423966101;86:0.0030239609646496024;84:0.0039526213606422556","0.49755859375","Yes"
"86","148.20588281547037","85.60554810528227","0.4921875","0.3115234375","0.6728515625","1560","0.000273205069934802","24","0.000273205069934802","0","0.000273205069934802","0.000273205069934802","85:68;87:68","85:0.004079605737646819;87:0.0020248364896296167","85:0.0030239609646496024;87:0.001992293540676038","0.4921875","Yes"
"87","188.72107572993048","237.07339458068154","0.451416015625","0.4052734375","0.49755859375","1560","0.00022710865140530587","24","0.00022710865140530587","0","0.00022710865140530587","0.00022710865140530587","86:68;88:68;97:68","86:0.0020248364896296167;88:0.002381653581063431;97:0.0025401878786876775","86:0.001992293540676038;88:0.0038864450905864156;97:0.0030528607554786424","0.451416015625","Yes"
"88","71.6492165982034","129.262914118643","0.494384765625","0.4169921875","0.57177734375","1560","0.0002506461303477707","24","0.0002506461303477707","0","0.0002506461303477707","0.0002506461303477707","87:68;89:68","87:0.002381653581063431;89:0.0033720244881039196","87:0.0038864450905864156;89:0.003076833845238852","0.494384765625","Yes"
"89","178.01158823364545","95.23679118620981","0.48974609375","0.39306640625","0.58642578125","1560","0.00040737198758707425","24","0.00040737198758707425","0","0.00040737198758707425","0.00040737198758707425","90:68;88:68;78:68","90:0.003777299615252805;88:0.0033720244881039196;78:0.004634562082955762","90:0.0038755839867910813;88:0.003076833845238852;78:0.0034574949905133157","0.48974609375","Yes"
"90","178.74652077799172","166.39691808209494","0.501953125","0.3115234375","0.6923828125","1560","0.00029995136551280315","24","0.00029995136551280315","0","0.00029995136551280315","0.00029995136551280315","89:68;91:68","89:0.003777299615252805;91:0.0025635646000023715","89:0.0038755839867910813;91:0.003932215908710762","0.501953125","Yes"
"91","151.51146674712547","18.51055826791622","0.4609375","0.36865234375","0.55322265625","1560","0.00020738581152516346","24","0.00020738581152516346","0","0.00020738581152516346","0.00020738581152516346","98:68;90:68;92:68","98:0.0016157549469257293;90:0.0025635646000023715;92:0.0018184594724116876","98:0.004531561863576394;90:0.003932215908710762;92:0.0023798741371977017","0.4609375","Yes"
"92","133.85263678963597","156.94200656733244","0.48291015625","0.45263671875","0.51318359375","1560","0.0004471393395658723","24","0.0004471393395658723","0","0.0004471393395658723","0.0004471393395658723","91:68;93:68","91:0.0018184594724116876;93:0.001639372687250007","91:0.0023798741371977017;93:0.004482682317861475","0.48291015625","Yes"
"93","163.6011253989216","160.455953820128","0.467529296875","0.43212890625","0.5029296875","1560","0.0004086141045873052","24","0.0004086141045873052","0","0.0004086141045873052","0.0004086141045873052","94:68;79:68;92:68","94:0.004137906043802958;79:0.0025330250314290204;92:0.001639372687250007","94:0.004748848499537717;79:0.0028070309961201745;92:0.004482682317861475","0.467529296875","Yes"
"94","152.1527467468537","51.31634232585804","0.498779296875","0.21923828125","0.7783203125","1560","0.0003499033168095497","24","0.0003499033168095497","0","0.0003499033168095497","0.0003499033168095497","93:68;95:68","93:0.004137906043802958;95:0.002384120247690885","93:0.004748848499537717;95:0.0030736249225296053","0.498779296875","Yes"
"95","165.73443625346295","166.44957270601745","0.444091796875","0.3798828125","0.50830078125","1560","0.0002371501884941512","24","0.0002371501884941512","0","0.0002371501884941512","0.0002371501884941512","99:68;94:68","99:0.0022765980209036862;94:0.002384120247690885","94:0.0030736249225296053","0.444091796875","Yes"
"96","93.7511614212068","86.60464778471326","0.50244140625","0.26416015625","0.74072265625","1560","0.0002703611643998143","24","0.0002703611643998143","0","0.0002703611643998143","0.0002703611643998143","83:68;103:68","83:0.002410732651921932;103:0.0022883294140292887","83:0.0032543329708325797;103:0.00428938885533342","0.50244140625","Yes"
"97","111.99578645494925","134.62219790585112","0.484130859375","0.3427734375","0.62548828125","1560","0.00048615381766865714","24","0.00048615381766865714","0","0.00048615381766865714","0.00048615381766865714","87:68;107:68","87:0.0025401878786876775;107:0.002051186479764211","87:0.0030528607554786424;107:0.0020507958069724275","0.484130859375","Yes"
"98","183.56295570439337","18.984037049349354","0.488037109375","0.3583984375","0.61767578125","1560","0.00018910478496322465","24","0.00018910478496322465","0","0.00018910478496322465","0.00018910478496322465","91:68;111:68","91:0.0016157549469257293;111:0.002946712164056009","91:0.004531561863576394;111:0.003745092712995446","0.488037109375","Yes"
"99","118.93034740893212","31.960810282042903","0.503662109375","0.32958984375","0.677734375","1560","0.00025037136893602327","24","0.00025037136893602327","0","0.00025037136893602327","0.00025037136893602327","115:68;95:68","115:0.0020287387976674065;95:0.0022765980209036862","","0.503662109375","Yes"
"100","172.8342319786761","23.377928132937093","0.498046875","0.4287109375","0.5673828125","1560","0.001875233676249875","24","0.001875233676249875","0","0.001875233676249875","0.001875233676249875","101:68","101:0.0036222679074012776","101:0.004820221673107472","0.498046875","Yes"
"101","208.98250728423156","192.6813781419072","0.489013671875","0.43603515625","0.5419921875","1560","0.00041886527185628996","24","0.00041886527185628996","0","0.00041886527185628996","0.00041886527185628996","100:68;116:68;102:68","100:0.0036222679074012776;116:0.0022456039375197134;102:0.0033447689688375637","100:0.004820221673107472;116:0.01650779266348751;102:0.005796019036857253","0.489013671875","Yes"
"102","175.42264601028813","86.85508860146544","0.487060546875","0.32470703125","0.6494140625","1560","0.00035886332981674624","24","0.00035886332981674624","0","0.00035886332981674624","0.00035886332981674624","101:68;103:88","101:0.0033447689688375637;103:0.0027046967714786097","101:0.005796019036857253;103:0.004795368951606621","0.487060546875","Yes"
"103","177.52783406288071","159.90511491277763","0.49462890625","0.40869140625","0.58056640625","1560","0.00017790910043900737","24","0.00017790910043900737","0","0.00017790910043900737","0.00017790910043900737","104:68;96:68;102:88","104:0.0018149904332042943;96:0.0022883294140292887;102:0.0027046967714786097","104:0.0031760589869157807;96:0.00428938885533342;102:0.004795368951606621","0.49462890625","Yes"
"104","99.28791919035744","96.09038354303966","0.5009765625","0.3837890625","0.6181640625","1560","0.0002320972259664037","24","0.0002320972259664037","0","0.0002320972259664037","0.0002320972259664037","103:68;105:68","103:0.0018149904332042943;105:0.0023743055581654515","103:0.0031760589869157807;105:0.0020231996469614877","0.5009765625","Yes"
"105","179.2411948306138","155.44828222119008","0.481201171875","0.40576171875","0.556640625","1560","0.00038645106987384483","24","0.00038645106987384483","0","0.00038645106987384483","0.00038645106987384483","104:68;106:68;117:68","104:0.0023743055581654515;106:0.0025455592170499364;117:0.002775244440259478","104:0.0020231996469614877;106:0.0028149945839352764;117:0.00253848179754515","0.481201171875","Yes"
"106","144.77648855265517","159.48570498612133","0.482421875","0.38916015625","0.57568359375","1560","0.00021606810695773057","24","0.00021606810695773057","0","0.00021606810695773057","0.00021606810695773057","107:68;105:68","107:0.0021403469727282465;105:0.0025455592170499364","107:0.003703839874493964;105:0.0028149945839352764","0.482421875","Yes"
"107","27.63759727185934","15.819785291414481","0.492431640625","0.35205078125","0.6328125","1560","0.00035886950662833547","24","0.00035886950662833547","0","0.00035886950662833547","0.00035886950662833547","106:68;108:68;97:68","106:0.0021403469727282465;108:0.0023068031297110714;97:0.002051186479764211","106:0.003703839874493964;108:0.0033018919796664326;97:0.0020507958069724275","0.492431640625","Yes"
"108","147.08389016233937","137.56479085714696","0.50341796875","0.40869140625","0.59814453125","1560","0.00031027730561204595","24","0.00031027730561204595","0","0.00031027730561204595","0.00031027730561204595","107:68;109:68","107:0.0023068031297110714;109:0.002308538750239786","107:0.0033018919796664326;109:0.006454106462021325","0.50341796875","Yes"
"109","184.16715936394502","73.46070765180107","0.488525390625","0.4052734375","0.57177734375","1560","0.0002998688362324123","24","0.0002998688362324123","0","0.0002998688362324123","0.0002998688362324123","108:68;110:68;118:68","108:0.002308538750239786;110:0.002892649509140449;118:0.0025949508684986466","108:0.006454106462021325;110:0.0027691871486186515;118:0.004521099003469697","0.488525390625","Yes"
"110","200.589917844501","123.23002940015928","0.486083984375","0.36083984375","0.611328125","1560","0.00022749690023223144","24","0.00022749690023223144","0","0.00022749690023223144","0.00022749690023223144","109:68;111:68","109:0.002892649509140449;111:0.003056016015355628","109:0.0027691871486186515;111:0.00239657325053369","0.486083984375","Yes"
"111","212.49697482414396","123.56865435473306","0.49658203125","0.416015625","0.5771484375","1560","0.00017945471006214608","24","0.00017945471006214608","0","0.00017945471006214608","0.00017945471006214608","112:68;110:68;98:68","112:0.004547750480548035;110:0.003056016015355628;98:0.002946712164056009","112:0.0024836270045503483;110:0.00239657325053369;98:0.003745092712995446","0.49658203125","Yes"
"112","151.94020488865138","122.82284478175326","0.494873046875","0.4375","0.55224609375","1560","0.00027693393820210047","24","0.00027693393820210047","0","0.00027693393820210047","0.00027693393820210047","111:68;113:68","111:0.004547750480548035;113:0.0026383222832437048","111:0.0024836270045503483;113:0.004122574768930326","0.494873046875","Yes"
"113","175.21678524949792","29.11595623276975","0.489013671875","0.4599609375","0.51806640625","1560","0.00020755893395673085","24","0.00020755893395673085","0","0.00020755893395673085","0.00020755893395673085","119:68;112:68;114:68","119:0.0031986830585211956;112:0.0026383222832437048;114:0.0029172090195804523","119:0.0026946297070816194;112:0.004122574768930326;114:0.0057419957008131295","0.489013671875","Yes"
"114","129.55756739020126","100.7039038428179","0.492919921875","0.283203125","0.70263671875","1560","0.00023484291823177376","24","0.00023484291823177376","0","0.00023484291823177376","0.00023484291823177376","115:68;113:68","115:0.002345418596902682;113:0.0029172090195804523","115:0.00370676646146359;113:0.0057419957008131295","0.492919921875","Yes"
"115","154.8730341704703","201.85489740560223","0.44580078125","0.384765625","0.5068359375","1560","0.00017144539996173547","24","0.00017144539996173547","0","0.00017144539996173547","0.00017144539996173547","99:68;114:68","99:0.0020287387976674065;114:0.002345418596902682","114:0.00370676646146359","0.44580078125","Yes"
"116","161.20743144699816","147.75497572830977","0.48876953125","0.408203125","0.5693359375","1560","0.00018111516748138337","24","0.00018111516748138337","0","0.00018111516748138337","0.00018111516748138337","101:68;121:68","101:0.0022456039375197134;121:0.0027924482139325413","101:0.01650779266348751;121:0.002160172728441212","0.48876953125","Yes"
"117","136.76736315781284","174.36330666544993","0.5048828125","0.47021484375","0.53955078125","1560","0.00026250187400302224","24","0.00026250187400302224","0","0.00026250187400302224","0.00026250187400302224","105:68;125:68","105:0.002775244440259478;125:0.002386146376285786","105:0.00253848179754515;125:0.0023525545849851504","0.5048828125","Yes"
"118","156.8472569400954","61.18019070393816","0.50732421875","0.32568359375","0.68896484375","1560","0.0002607081328569016","24","0.0002607081328569016","0","0.0002607081328569016","0.0002607081328569016","109:68;129:68","109:0.0025949508684986466;129:0.0026236140582256984","109:0.004521099003469697;129:0.0025461830236375715","0.50732421875","Yes"
"119","85.7660448278206","128.94282829087393","0.488525390625","0.51220703125","0.46484375","1560","0.0007723665187742511","24","0.0007723665187742511","0","0.0007723665187742511","0.0007723665187742511","113:68;133:68","113:0.0031986830585211956;133:0.0027977095421493903","113:0.0026946297070816194;133:0.0028013638547376984","0.488525390625","Yes"
"120","179.00701464725825","212.68250227413407","0.46240234375","0.40185546875","0.52294921875","1560","0.0002924222511598108","24","0.0002924222511598108","0","0.0002924222511598108","0.0002924222511598108","121:68","121:0.002428262301613915","121:0.003178893261052168","0.46240234375","Yes"
"121","218.85941978020514","146.19921689708832","0.465576171875","0.40283203125","0.5283203125","1560","0.00032196829208271295","24","0.00032196829208271295","0","0.00032196829208271295","0.00032196829208271295","120:68;122:68;116:68","120:0.002428262301613915;122:0.003842510058414794;116:0.0027924482139325413","120:0.003178893261052168;122:0.0037252547902957567;116:0.002160172728441212","0.465576171875","Yes"
"122","142.5344275154807","65.00055914081925","0.494384765625","0.26904296875","0.7197265625","1560","0.0005219497580778318","24","0.0005219497580778318","0","0.0005219497580778318","0.0005219497580778318","121:68;123:68","121:0.003842510058414794;123:0.0033130418890183755","121:0.0037252547902957567;123:0.004847034367245623","0.494384765625","Yes"
"123","160.4560689613808","144.11600494713161","0.44189453125","0.37939453125","0.50439453125","1560","0.0003323676689115017","24","0.0003323676689115017","0","0.0003323676689115017","0.0003323676689115017","136:68;124:68;122:68","136:0.0027497792029612944;124:0.0021004685667637413;122:0.0033130418890183755","136:0.002352882633159442;124:0.002178162233882258;122:0.004847034367245623","0.44189453125","Yes"
"124","93.29672457385227","85.85300104159171","0.470458984375","0.33056640625","0.6103515625","1560","0.00025571971717301787","24","0.00025571971717301787","0","0.00025571971717301787","0.00025571971717301787","123:68;125:68","123:0.0021004685667637413;125:0.003386125070270307","123:0.002178162233882258;125:0.00239518214684889","0.470458984375","Yes"
"125","197.77473453410622","57.36014772874652","0.47021484375","0.40185546875","0.53857421875","1560","0.0003090964585287641","24","0.0003090964585287641","0","0.0003090964585287641","0.0003090964585287641","117:68;124:68;126:68","117:0.002386146376285786;124:0.003386125070270307;126:0.004395934693656622","117:0.0023525545849851504;124:0.00239518214684889;126:0.003336813538178024","0.47021484375","Yes"
"126","47.79999691218518","51.88360621645147","0.492431640625","0.388671875","0.59619140625","1560","0.00037213939758489394","24","0.00037213939758489394","0","0.00037213939758489394","0.00037213939758489394","127:68;125:68","127:0.0021335805916458117;125:0.004395934693656622","127:0.002924861169359222;125:0.003336813538178024","0.492431640625","Yes"
"127","151.15466719971985","158.03272236508175","0.46826171875","0.4267578125","0.509765625","1560","0.00015142439447443892","24","0.00015142439447443892","0","0.00015142439447443892","0.00015142439447443892","126:68;128:68;137:68","126:0.0021335805916458117;128:0.0016552188649461008;137:0.002102332588878153","126:0.002924861169359222;128:0.0061540568494962145;137:0.001792472636166803","0.46826171875","Yes"
"128","136.14933873919688","53.45096301932711","0.45751953125","0.35791015625","0.55712890625","1560","0.000241721792832018","24","0.000241721792832018","0","0.000241721792832018","0.000241721792832018","127:68;129:68","127:0.0016552188649461008;129:0.0031256541729109133","127:0.0061540568494962145;129:0.0030528334176084804","0.45751953125","Yes"
"129","171.3634423602527","98.34213842924908","0.50146484375","0.31201171875","0.69091796875","1560","0.00018956289237345955","24","0.00018956289237345955","0","0.00018956289237345955","0.00018956289237345955","130:68;128:68;118:68","130:0.004549317780559892;128:0.0031256541729109133;118:0.0026236140582256984","130:0.0035294830155621626;128:0.0030528334176084804;118:0.0025461830236375715","0.50146484375","Yes"
"130","175.51007727113722","171.1005066996713","0.437744140625","0.29638671875","0.5791015625","1560","0.0005503192022512186","24","0.0005503192022512186","0","0.0005503192022512186","0.0005503192022512186","129:68;131:68","129:0.004549317780559892;131:0.0037578951174387365","129:0.0035294830155621626;131:0.0027541831911198356","0.437744140625","Yes"
"131","235.1824800649323","314.1092084440103","0.500732421875","0.43115234375","0.5703125","1560","0.0001205567206735057","24","0.0001205567206735057","0","0.0001205567206735057","0.0001205567206735057","138:68;130:68;132:68","138:0.004424679363496831;130:0.0037578951174387365;132:0.0016330328403598715","138:0.009603059689489962;130:0.0027541831911198356;132:0.002689674707838874","0.500732421875","Yes"
"132","222.30036106609094","274.67379722601004","0.46533203125","0.38525390625","0.54541015625","1560","0.0001792663962971069","24","0.0001792663962971069","0","0.0001792663962971069","0.0001792663962971069","133:68;131:68","133:0.0024529859814975408;131:0.0016330328403598715","133:0.0031919772731546225;131:0.002689674707838874","0.46533203125","Yes"
"133","168.10034675170655","41.05620388415303","0.49560546875","0.37158203125","0.61962890625","1560","0.00016034219604271036","24","0.00016034219604271036","0","0.00016034219604271036","0.00016034219604271036","132:68;134:68;119:68","132:0.0024529859814975408;134:0.002807722815650754;119:0.0027977095421493903","132:0.0031919772731546225;134:0.004220556846662921;119:0.0028013638547376984","0.49560546875","Yes"
"134","183.5119114046669","39.07686187808156","0.50927734375","0.23876953125","0.77978515625","1560","0.00036795546210955445","24","0.00036795546210955445","0","0.00036795546210955445","0.00036795546210955445","133:68;135:68","133:0.002807722815650754;135:0.0031201169034271448","133:0.004220556846662921;135:0.005928830384443834","0.50927734375","Yes"
"135","230.37606991779498","217.70772783251397","0.49169921875","0.408203125","0.5751953125","1560","0.0001383207781712237","24","0.0001383207781712237","0","0.0001383207781712237","0.0001383207781712237","134:68;139:68","134:0.0031201169034271448;139:0.004587494314835072","134:0.005928830384443834;139:0.005758649598036236","0.49169921875","Yes"
"136","144.50775135275882","126.89072960888087","0.49560546875","0.2724609375","0.71875","1560","0.0002230201484550842","24","0.0002230201484550842","0","0.0002230201484550842","0.0002230201484550842","123:68;143:68","123:0.0027497792029612944;143:0.007182250582256133","123:0.002352882633159442;143:0.0021290443428993444","0.49560546875","Yes"
"137","168.29210835517006","192.26390955486173","0.500244140625","0.376953125","0.62353515625","1560","0.00018871151470812404","24","0.00018871151470812404","0","0.00018871151470812404","0.00018871151470812404","147:68;127:68","147:0.002931788299510102;127:0.002102332588878153","147:0.003341568377874221;127:0.001792472636166803","0.500244140625","Yes"
"138","80.67210754791154","90.15598601762021","0.468994140625","0.380859375","0.55712890625","1560","0.00031653895648156143","24","0.00031653895648156143","0","0.00031653895648156143","0.00031653895648156143","151:68;131:68","151:0.005291317992362182;131:0.004424679363496831","151:0.005074695600736562;131:0.009603059689489962","0.468994140625","Yes"
"139","83.83112946228405","24.934697502816615","0.489013671875","0.2861328125","0.69189453125","1560","0.0005053386316393499","24","0.0005053386316393499","0","0.0005053386316393499","0.0005053386316393499","155:68;135:68","155:0.003781335107192668;135:0.004587494314835072","155:0.005427934421250669;135:0.005758649598036236","0.489013671875","Yes"
"140","127.17594492941726","202.7253274451398","0.471435546875","0.41796875","0.52490234375","1560","0.00026644766095643624","24","0.00026644766095643624","0","0.00026644766095643624","0.00026644766095643624","141:68","141:0.001458442024599299","141:0.0028269235243853774","0.471435546875","Yes"
"141","277.27210313564797","130.48245314302852","0.448974609375","0.40234375","0.49560546875","1560","0.00013397102454194005","24","0.00013397102454194005","0","0.00013397102454194005","0.00013397102454194005","140:68;142:68","140:0.001458442024599299;142:0.0020239138783819666","140:0.0028269235243853774;142:0.0022740402764463707","0.448974609375","Yes"
"142","189.10692855966482","226.46926233406631","0.502197265625","0.38525390625","0.619140625","1560","0.00021707867008413003","24","0.00021707867008413003","0","0.00021707867008413003","0.00021707867008413003","143:68;141:68","143:0.002051782743416164;141:0.0020239138783819666","143:0.002271359609670731;141:0.0022740402764463707","0.502197265625","Yes"
"143","174.13031017898328","174.46988406925226","0.4638671875","0.361328125","0.56640625","1560","0.0003547202681102022","24","0.0003547202681102022","0","0.0003547202681102022","0.0003547202681102022","142:68;144:68;136:68","142:0.002051782743416164;144:0.0021460949916204397;136:0.007182250582256133","142:0.002271359609670731;144:0.0026294508643538994;136:0.0021290443428993444","0.4638671875","Yes"
"144","193.75259762842015","222.44116663522928","0.498291015625","0.36083984375","0.6357421875","1560","0.00018445125945176628","24","0.00018445125945176628","0","0.00018445125945176628","0.00018445125945176628","145:68;143:68","145:0.001915818748054826;143:0.0021460949916204397","145:0.004011888729949703;143:0.0026294508643538994","0.498291015625","Yes"
"145","142.91402217391962","115.8919977079886","0.47021484375","0.3701171875","0.5703125","1560","0.00019363791408052463","24","0.00019363791408052463","0","0.00019363791408052463","0.00019363791408052463","144:68;146:68","144:0.001915818748054826;146:0.00222471127940041","144:0.004011888729949703;146:0.0027825870799039476","0.47021484375","Yes"
"146","145.8246503585039","30.419819039642412","0.506103515625","0.412109375","0.60009765625","1560","0.00018580293752114245","24","0.00018580293752114245","0","0.00018580293752114245","0.00018580293752114245","145:68;147:88","145:0.00222471127940041;147:0.0029696667705144675","145:0.0027825870799039476;147:0.0019497702449887966","0.506103515625","Yes"
"147","149.46974946804124","131.9599422695823","0.4970703125","0.3525390625","0.6416015625","1560","0.00040038325450659845","24","0.00040038325450659845","0","0.00040038325450659845","0.00040038325450659845","148:68;137:68;146:88","148:0.003123382589108936;137:0.002931788299510102;146:0.0029696667705144675","148:0.00501529364614281;137:0.003341568377874221;146:0.0019497702449887966","0.4970703125","Yes"
"148","94.85809645391704","96.01467689508142","0.482421875","0.45458984375","0.51025390625","1560","0.00034820394822392093","24","0.00034820394822392093","0","0.00034820394822392093","0.00034820394822392093","147:68;149:68","147:0.003123382589108936;149:0.012894259687630055","147:0.00501529364614281;149:0.017900575696972343","0.482421875","Yes"
"149","59.365020010744914","5.113701700754298","0.492431640625","0.37939453125","0.60546875","1560","0.0010296698945300416","24","0.0010296698945300416","0","0.0010296698945300416","0.0010296698945300416","150:68;148:68","150:0.011757702220142302;148:0.012894259687630055","150:0.018519907769070143;148:0.017900575696972343","0.492431640625","Yes"
"150","151.15516386940357","5.664074558676144","0.450439453125","0.35302734375","0.5478515625","1560","0.0007357169008233114","24","0.0007357169008233114","0","0.0007357169008233114","0.0007357169008233114","149:68;151:68","149:0.011757702220142302;151:0.006914856891497789","149:0.018519907769070143;151:0.00931734441014237","0.450439453125","Yes"
"151","108.18894278463696","123.99365855568048","0.512451171875","0.279296875","0.74560546875","1560","0.0002245524387136249","24","0.0002245524387136249","0","0.0002245524387136249","0.0002245524387136249","138:68;152:68;150:68","138:0.005291317992362182;152:0.0020725357621713125;150:0.006914856891497789","138:0.005074695600736562;152:0.002811332039160702;150:0.00931734441014237","0.512451171875","Yes"
"152","92.88924323011179","115.37117830028747","0.4853515625","0.4150390625","0.5556640625","1560","0.00028626399420130134","24","0.00028626399420130134","0","0.00028626399420130134","0.00028626399420130134","151:68;153:68","151:0.0020725357621713125;153:0.002758769863359628","151:0.002811332039160702;153:0.0030770425142259417","0.4853515625","Yes"
"153","192.94807690376226","55.37526481060042","0.462158203125","0.39453125","0.52978515625","1560","0.00020995888591518274","24","0.00020995888591518274","0","0.00020995888591518274","0.00020995888591518274","152:68;154:68","152:0.002758769863359628;154:0.0037388054807879767","152:0.0030770425142259417;154:0.00386280745041076","0.462158203125","Yes"
"154","182.32378098179746","110.09632719576517","0.490478515625","0.34912109375","0.6318359375","1560","0.00010390758554054226","24","0.00010390758554054226","0","0.00010390758554054226","0.00010390758554054226","153:68;155:68","153:0.0037388054807879767;155:0.0027090671307868908","153:0.00386280745041076;155:0.002932088743662492","0.490478515625","Yes"
"155","270.477724445891","13.23192128057271","0.464111328125","0.359375","0.56884765625","1560","0.00021812424949384622","24","0.00021812424949384622","0","0.00021812424949384622","0.00021812424949384622","139:68;154:68","139:0.003781335107192668;154:0.0027090671307868908","139:0.005427934421250669;154:0.002932088743662492","0.464111328125","Yes"
