"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","Gate length (ns)","CZ error","RZZ error","MEASURE error","Operational"
"81","191.88153246258906","21.064947210348564","0.037353515625","0.04248046875","0.0322265625","1560","0.0001753423237849319","24","0.0001753423237849319","0","0.0001753423237849319","0.0001753423237849319","80:68;82:68;76:68","80:0.0019184823395795025;82:0.0019199162147465199;76:0.0014724052115642206","80:0.0024242909817999148;82:0.0025808632324774983;76:0.0016306649841471843","0.037353515625","Yes"
"82","146.35580295030599","35.231469242581895","0.013427734375","0.015625","0.01123046875","1560","0.00023273849073000464","24","0.00023273849073000464","0","0.00023273849073000464","0.00023273849073000464","81:68;83:68","81:0.0019199162147465199;83:0.002425619578927146","81:0.0025808632324774983;83:0.002732650489872479","0.013427734375","Yes"
"83","179.93703192045703","174.57541216320186","0.258544921875","0.2421875","0.27490234375","1560","0.0001049827221011751","24","0.0001049827221011751","0","0.0001049827221011751","0.0001049827221011751","96:68;82:68;84:68","96:0.0019982564298172967;82:0.002425619578927146;84:0.0028973138447381253","96:0.0019735425004913654;82:0.002732650489872479;84:0.002632970500683257","0.258544921875","Yes"
"84","153.0838193537137","135.0144681987028","0.007080078125","0.01171875","0.00244140625","1560","0.00021926841431658595","24","0.00021926841431658595","0","0.00021926841431658595","0.00021926841431658595","83:68;85:68","83:0.0028973138447381253;85:0.0027786377854996103","83:0.002632970500683257;85:0.0020764714918438953","0.007080078125","Yes"
"85","197.44114307909302","38.48582931325736","0.011962890625","0.01171875","0.01220703125","1560","0.00022867847085310632","24","0.00022867847085310632","0","0.00022867847085310632","0.00022867847085310632","77:68;86:68;84:68","77:0.0036944640375489723;86:0.003548792785079996;84:0.0027786377854996103","77:0.003581376539711606;86:0.002781636643594876;84:0.0020764714918438953","0.011962890625","Yes"
"86","158.55866487853615","98.17777880671996","0.0078125","0.01123046875","0.00439453125","1560","0.00035894296305094076","24","0.00035894296305094076","0","0.00035894296305094076","0.00035894296305094076","85:68;87:68","85:0.003548792785079996;87:0.002205649051383346","85:0.002781636643594876;87:0.0022991019546758917","0.0078125","Yes"
"87","149.78671030953612","156.86861553726692","0.078857421875","0.09912109375","0.05859375","1560","0.00024905071684410416","24","0.00024905071684410416","0","0.00024905071684410416","0.00024905071684410416","86:68;88:68;97:68","86:0.002205649051383346;88:0.002328330127362027;97:0.002706117091919452","86:0.0022991019546758917;88:0.0017328514490976832;97:0.002236253222303336","0.078857421875","Yes"
"88","152.17220119754768","232.18672879579313","0.006591796875","0.00830078125","0.0048828125","1560","0.00026788386813124783","24","0.00026788386813124783","0","0.00026788386813124783","0.00026788386813124783","87:68;89:68","87:0.002328330127362027;89:0.002208648488484205","87:0.0017328514490976832;89:0.002334194469812839","0.006591796875","Yes"
"89","237.85000901890734","96.11580341911214","0.0205078125","0.02783203125","0.01318359375","1560","0.00024381169906686668","24","0.00024381169906686668","0","0.00024381169906686668","0.00024381169906686668","90:68;88:68;78:68","90:0.003058641614095553;88:0.002208648488484205;78:0.0032290808954471284","90:0.002164380726804055;88:0.002334194469812839;78:0.002523599420871714","0.0205078125","Yes"
"90","182.34933841834356","168.73951001654234","0.00927734375","0.01025390625","0.00830078125","1560","0.00021776307165687425","24","0.00021776307165687425","0","0.00021776307165687425","0.00021776307165687425","89:68;91:68","89:0.003058641614095553;91:0.002303935321151862","89:0.002164380726804055;91:0.002437677611139444","0.00927734375","Yes"
"91","131.25406849898204","21.81936634980633","0.049560546875","0.0703125","0.02880859375","1560","0.00028953722596293736","24","0.00028953722596293736","0","0.00028953722596293736","0.00028953722596293736","98:68;90:68;92:68","98:0.00162315476379149;90:0.002303935321151862;92:0.002227925521799984","98:0.0017344673029778823;90:0.002437677611139444;92:0.0018724696659667417","0.049560546875","Yes"
"92","150.63135733605543","216.86838697429837","0.009765625","0.0166015625","0.0029296875","1560","0.0002473957949285487","24","0.0002473957949285487","0","0.0002473957949285487","0.0002473957949285487","91:68;93:68","91:0.002227925521799984;93:0.0022064297302415714","91:0.0018724696659667417;93:0.002295426176114279","0.009765625","Yes"
"93","187.26509730709427","171.90517749229016","0.024658203125","0.029296875","0.02001953125","1560","0.0004955827185417063","24","0.0004955827185417063","0","0.0004955827185417063","0.0004955827185417063","94:68;79:68;92:68","94:0.002732802605106055;79:0.0026104825211998584;92:0.0022064297302415714","94:0.003187398413580539;79:0.002142564580231876;92:0.002295426176114279","0.024658203125","Yes"
"94","174.78662899872916","73.59848388573909","0.025146484375","0.01953125","0.03076171875","1560","0.00027479651419404574","24","0.00027479651419404574","0","0.00027479651419404574","0.00027479651419404574","93:68;95:68","93:0.002732802605106055;95:0.00234918275280549","93:0.003187398413580539;95:0.0023065614940093737","0.025146484375","Yes"
"95","183.5121714957954","200.43593267855454","0.010986328125","0.0126953125","0.00927734375","1560","0.00031237572074307844","24","0.00031237572074307844","0","0.00031237572074307844","0.00031237572074307844","99:68;94:68","99:0.002187447044883384;94:0.00234918275280549","94:0.0023065614940093737","0.010986328125","Yes"
"96","137.57852772654687","143.5863160915913","0.023681640625","0.01904296875","0.0283203125","1560","0.00021301023838012263","24","0.00021301023838012263","0","0.00021301023838012263","0.00021301023838012263","83:68;103:68","83:0.0019982564298172967;103:0.001971220104367871","83:0.0019735425004913654;103:0.001849572333907007","0.023681640625","Yes"
"97","104.81831953602298","133.5342165865585","0.010009765625","0.01416015625","0.005859375","1560","0.0004877361218568114","24","0.0004877361218568114","0","0.0004877361218568114","0.0004877361218568114","87:68;107:68","87:0.002706117091919452;107:0.0018603506712318307","87:0.002236253222303336;107:0.0016865048473506117","0.010009765625","Yes"
"98","176.34695436770116","17.918662008236602","0.009765625","0.0146484375","0.0048828125","1560","0.00017880216434701233","24","0.00017880216434701233","0","0.00017880216434701233","0.00017880216434701233","91:68;111:68","91:0.00162315476379149;111:0.002621680594367931","91:0.0017344673029778823;111:0.0026489920547038137","0.009765625","Yes"
"99","124.71365147844081","33.522906909628425","0.082275390625","0.06005859375","0.1044921875","1560","0.0002256774030118641","24","0.0002256774030118641","0","0.0002256774030118641","0.0002256774030118641","115:68;95:68","115:0.001768527940121778;95:0.002187447044883384","","0.082275390625","Yes"
"100","257.75908836406126","32.84308712859808","0.024169921875","0.0244140625","0.02392578125","1560","0.00037481317127566394","24","0.00037481317127566394","0","0.00037481317127566394","0.00037481317127566394","101:68","101:0.0032888904509223715","101:0.0037895786338337234","0.024169921875","Yes"
"101","193.43007551398787","202.55588836516583","0.0615234375","0.064453125","0.05859375","1560","0.0006467628743216067","24","0.0006467628743216067","0","0.0006467628743216067","0.0006467628743216067","100:68;116:68;102:68","100:0.0032888904509223715;116:0.006216247270680403;102:0.003196681699752235","100:0.0037895786338337234;116:0.0043844691196088525;102:0.0040841097987250885","0.0615234375","Yes"
"102","132.66772142233935","90.59409323031252","0.025390625","0.02978515625","0.02099609375","1560","0.0004250128085841144","24","0.0004250128085841144","0","0.0004250128085841144","0.0004250128085841144","101:68;103:88","101:0.003196681699752235;103:0.0027342301094649413","101:0.0040841097987250885;103:0.0022693378863249958","0.025390625","Yes"
"103","165.50427323989246","180.23577540106726","0.015869140625","0.01611328125","0.015625","1560","0.00016165756726281593","24","0.00016165756726281593","0","0.00016165756726281593","0.00016165756726281593","104:68;96:68;102:88","104:0.0016162739353942635;96:0.001971220104367871;102:0.0027342301094649413","104:0.0022268148834090618;96:0.001849572333907007;102:0.0022693378863249958","0.015869140625","Yes"
"104","101.73555126529209","82.92633608419752","0.01318359375","0.01611328125","0.01025390625","1560","0.0002134588402200406","24","0.0002134588402200406","0","0.0002134588402200406","0.0002134588402200406","103:68;105:68","103:0.0016162739353942635;105:0.002415098788776243","103:0.0022268148834090618;105:0.0020012824827993214","0.01318359375","Yes"
"105","135.22374059802223","109.78717042825471","0.0244140625","0.03369140625","0.01513671875","1560","0.0002775050786742063","24","0.0002775050786742063","0","0.0002775050786742063","0.0002775050786742063","104:68;106:68;117:68","104:0.002415098788776243;106:0.002710415822751;117:0.001995586762969459","104:0.0020012824827993214;106:0.0020727432292330927;117:0.002344926688265664","0.0244140625","Yes"
"106","161.30113455404654","197.57009082872227","0.016357421875","0.0263671875","0.00634765625","1560","0.0001974511412664459","24","0.0001974511412664459","0","0.0001974511412664459","0.0001974511412664459","107:68;105:68","107:0.0017749784170172367;105:0.002710415822751","107:0.0030155002436085543;105:0.0020727432292330927","0.016357421875","Yes"
"107","75.80115239633993","22.139915156365138","0.014404296875","0.01904296875","0.009765625","1560","0.0003667359658993202","24","0.0003667359658993202","0","0.0003667359658993202","0.0003667359658993202","106:68;108:68;97:68","106:0.0017749784170172367;108:0.0023077011383238755;97:0.0018603506712318307","106:0.0030155002436085543;108:0.0021295272653478747;97:0.0016865048473506117","0.014404296875","Yes"
"108","153.3174637285974","155.55406821292186","0.015380859375","0.021484375","0.00927734375","1560","0.00034465684156987763","24","0.00034465684156987763","0","0.00034465684156987763","0.00034465684156987763","107:68;109:68","107:0.0023077011383238755;109:0.0027205071093839017","107:0.0021295272653478747;109:0.002079715151769218","0.015380859375","Yes"
"109","158.38872946780344","83.29893995662705","0.0107421875","0.01513671875","0.00634765625","1560","0.0002509201528878631","24","0.0002509201528878631","0","0.0002509201528878631","0.0002509201528878631","108:68;110:68;118:68","108:0.0027205071093839017;110:0.002232970571486498;118:0.0038144002617108985","108:0.002079715151769218;110:0.002111449495684564;118:0.0028641118902645313","0.0107421875","Yes"
"110","150.31380093049586","117.40225448577134","0.00830078125","0.01416015625","0.00244140625","1560","0.0002966919057885432","24","0.0002966919057885432","0","0.0002966919057885432","0.0002966919057885432","109:68;111:68","109:0.002232970571486498;111:0.0024364269907480307","109:0.002111449495684564;111:0.0031240811180933414","0.00830078125","Yes"
"111","205.1495037886051","118.21887234189023","0.025146484375","0.02978515625","0.0205078125","1560","0.0002881510238477324","24","0.0002881510238477324","0","0.0002881510238477324","0.0002881510238477324","112:68;110:68;98:68","112:0.004079961646263147;110:0.0024364269907480307;98:0.002621680594367931","112:0.002973202235868777;110:0.0031240811180933414;98:0.0026489920547038137","0.025146484375","Yes"
"112","142.81973733411985","96.59585096358232","0.009521484375","0.0087890625","0.01025390625","1560","0.00024367633696872147","24","0.00024367633696872147","0","0.00024367633696872147","0.00024367633696872147","111:68;113:68","111:0.004079961646263147;113:0.002577067780344666","111:0.002973202235868777;113:0.0028889006369234582","0.009521484375","Yes"
"113","135.2965496348747","31.505168717862453","0.091064453125","0.099609375","0.08251953125","1560","0.00018735830535611715","24","0.00018735830535611715","0","0.00018735830535611715","0.00018735830535611715","119:68;112:68;114:68","119:0.002449615873693717;112:0.002577067780344666;114:0.002979725590505411","119:0.005513706051173656;112:0.0028889006369234582;114:0.002821710677200384","0.091064453125","Yes"
"114","146.37540798212174","107.55778282496279","0.006591796875","0.00830078125","0.0048828125","1560","0.00035736049428844024","24","0.00035736049428844024","0","0.00035736049428844024","0.00035736049428844024","115:68;113:68","115:0.0024608748370388567;113:0.002979725590505411","115:0.0025326837311443195;113:0.002821710677200384","0.006591796875","Yes"
"115","142.34916541776371","156.89734420145223","0.0068359375","0.0078125","0.005859375","1560","0.00023368460215035218","24","0.00023368460215035218","0","0.00023368460215035218","0.00023368460215035218","99:68;114:68","99:0.001768527940121778;114:0.0024608748370388567","114:0.0025326837311443195","0.0068359375","Yes"
"116","207.59594203505327","162.14101862688892","0.049072265625","0.0546875","0.04345703125","1560","0.00023507706948784572","24","0.00023507706948784572","0","0.00023507706948784572","0.00023507706948784572","101:68;121:68","101:0.006216247270680403;121:0.002705772124281497","101:0.0043844691196088525;121:0.005373403466856885","0.049072265625","Yes"
"117","132.12074391814963","138.36620221526363","0.024658203125","0.02978515625","0.01953125","1560","0.00019779871580980296","24","0.00019779871580980296","0","0.00019779871580980296","0.00019779871580980296","105:68;125:68","105:0.001995586762969459;125:0.002123334028857893","105:0.002344926688265664;125:0.0017426733179634057","0.024658203125","Yes"
"118","159.94262874721417","39.561063376574474","0.0107421875","0.0107421875","0.0107421875","1560","0.00026177638980171697","24","0.00026177638980171697","0","0.00026177638980171697","0.00026177638980171697","109:68;129:68","109:0.0038144002617108985;129:0.002313373399105284","109:0.0028641118902645313;129:0.002067821994755248","0.0107421875","Yes"
"119","109.69269289613307","122.66914267948835","0.013427734375","0.021484375","0.00537109375","1560","0.00038534110540576423","24","0.00038534110540576423","0","0.00038534110540576423","0.00038534110540576423","113:68;133:68","113:0.002449615873693717;133:0.0025885169695862575","113:0.005513706051173656;133:0.0023608102612346638","0.013427734375","Yes"
"120","144.28429611908183","174.46280839085065","0.0087890625","0.0107421875","0.0068359375","1560","0.0002384136829125958","24","0.0002384136829125958","0","0.0002384136829125958","0.0002384136829125958","121:68","121:0.0021179492553772827","121:0.0020727882884945814","0.0087890625","Yes"
"121","146.76761433191376","112.2454274662008","0.0107421875","0.01220703125","0.00927734375","1560","0.00028348498583661424","24","0.00028348498583661424","0","0.00028348498583661424","0.00028348498583661424","120:68;122:68;116:68","120:0.0021179492553772827;122:0.0031624049151172673;116:0.002705772124281497","120:0.0020727882884945814;122:0.002378644094233523;116:0.005373403466856885","0.0107421875","Yes"
"122","114.8107865670984","74.48767068359501","0.008056640625","0.01171875","0.00439453125","1560","0.0003984500079798958","24","0.0003984500079798958","0","0.0003984500079798958","0.0003984500079798958","121:68;123:68","121:0.0031624049151172673;123:0.0027663461538426914","121:0.002378644094233523;123:0.002548979002520324","0.008056640625","Yes"
"123","168.58281819533394","144.28429868898618","0.019775390625","0.03173828125","0.0078125","1560","0.00019754907096589436","24","0.00019754907096589436","0","0.00019754907096589436","0.00019754907096589436","136:68;124:68;122:68","136:0.00268883889503313;124:0.0018661029049715783;122:0.0027663461538426914","136:0.0023373895642808395;124:0.0016731690144815292;122:0.002548979002520324","0.019775390625","Yes"
"124","153.2524469252016","163.43076861881164","0.005615234375","0.00634765625","0.0048828125","1560","0.0005240476784595754","24","0.0005240476784595754","0","0.0005240476784595754","0.0005240476784595754","123:68;125:68","123:0.0018661029049715783;125:0.0013392214819596682","123:0.0016731690144815292;125:0.0016295836555913212","0.005615234375","Yes"
"125","122.20522471236488","44.64342623495357","0.03125","0.02783203125","0.03466796875","1560","0.00018090228303555952","24","0.00018090228303555952","0","0.00018090228303555952","0.00018090228303555952","117:68;124:68;126:68","117:0.002123334028857893;124:0.0013392214819596682;126:0.0036663925932370056","117:0.0017426733179634057;124:0.0016295836555913212;126:0.0027394729827768527","0.03125","Yes"
"126","155.93529545138415","78.70341110406262","0.010986328125","0.0166015625","0.00537109375","1560","0.0002615246263605629","24","0.0002615246263605629","0","0.0002615246263605629","0.0002615246263605629","127:68;125:68","127:0.0025214595173385923;125:0.0036663925932370056","127:0.0023522024276159403;125:0.0027394729827768527","0.010986328125","Yes"
"127","73.25131829214727","61.36305905036169","0.045166015625","0.05810546875","0.0322265625","1560","0.0003029108215329428","24","0.0003029108215329428","0","0.0003029108215329428","0.0003029108215329428","126:68;128:68;137:68","126:0.0025214595173385923;128:0.0020425225311733186;137:0.002858232734982258","126:0.0023522024276159403;128:0.001985005901176645;137:0.003177105437794925","0.045166015625","Yes"
"128","146.62761325421147","48.003111298085734","0.044677734375","0.05029296875","0.0390625","1560","0.0002517630643331816","24","0.0002517630643331816","0","0.0002517630643331816","0.0002517630643331816","127:68;129:68","127:0.0020425225311733186;129:0.0025052867299987513","127:0.001985005901176645;129:0.0021369129813041954","0.044677734375","Yes"
"129","192.66818474965933","110.49240055506125","0.01806640625","0.021484375","0.0146484375","1560","0.00023129696227560724","24","0.00023129696227560724","0","0.00023129696227560724","0.00023129696227560724","130:68;128:68;118:68","130:0.0037200521090828553;128:0.0025052867299987513;118:0.002313373399105284","130:0.002429928979687135;128:0.0021369129813041954;118:0.002067821994755248","0.01806640625","Yes"
"130","139.80815827112426","136.5286765797271","0.014404296875","0.02880859375","0","1560","0.00042999970674814674","24","0.00042999970674814674","0","0.00042999970674814674","0.00042999970674814674","129:68;131:68","129:0.0037200521090828553;131:0.0017758175361412554","129:0.002429928979687135;131:0.002031673635249115","0.014404296875","Yes"
"131","186.37657369585733","190.2797879367599","0.09912109375","0.10986328125","0.08837890625","1560","0.00011472080980083567","24","0.00011472080980083567","0","0.00011472080980083567","0.00011472080980083567","138:68;130:68;132:68","138:0.0019454425680571208;130:0.0017758175361412554;132:0.00145776957668603","138:0.013833487351413237;130:0.002031673635249115;132:0.0019835579517489543","0.09912109375","Yes"
"132","213.35814634428914","225.8599677643901","0.005859375","0.0078125","0.00390625","1560","0.0001849676413672403","24","0.0001849676413672403","0","0.0001849676413672403","0.0001849676413672403","133:68;131:68","133:0.004553014221555934;131:0.00145776957668603","133:0.0022696826045945084;131:0.0019835579517489543","0.005859375","Yes"
"133","133.2659439653865","47.45530335169927","0.01806640625","0.02880859375","0.00732421875","1560","0.0001918809313329469","24","0.0001918809313329469","0","0.0001918809313329469","0.0001918809313329469","132:68;134:68;119:68","132:0.004553014221555934;134:0.0028640256713282075;119:0.0025885169695862575","132:0.0022696826045945084;134:0.0023296571906011587;119:0.0023608102612346638","0.01806640625","Yes"
"134","159.7156034158039","40.77051556077747","0.005615234375","0.00732421875","0.00390625","1560","0.00026454328229266413","24","0.00026454328229266413","0","0.00026454328229266413","0.00026454328229266413","133:68;135:68","133:0.0028640256713282075;135:0.002708247027610855","133:0.0023296571906011587;135:0.003066250748414434","0.005615234375","Yes"
"135","199.85287840331173","175.3847256098998","0.06396484375","0.0810546875","0.046875","1560","0.0002010898757745313","24","0.0002010898757745313","0","0.0002010898757745313","0.0002010898757745313","134:68;139:68","134:0.002708247027610855;139:0.0032633151147732353","134:0.003066250748414434;139:0.003953317008139556","0.06396484375","Yes"
"136","137.9820027815964","131.68528645814092","0.013671875","0.025390625","0.001953125","1560","0.0003214569765736818","24","0.0003214569765736818","0","0.0003214569765736818","0.0003214569765736818","123:68;143:68","123:0.00268883889503313;143:0.0018215232359115874","123:0.0023373895642808395;143:0.001676102181711131","0.013671875","Yes"
"137","122.92839636101864","148.62475866423352","0.00537109375","0.01025390625","0.00048828125","1560","0.0002875179685203929","24","0.0002875179685203929","0","0.0002875179685203929","0.0002875179685203929","147:68;127:68","147:0.0038510716365471598;127:0.002858232734982258","147:0.0035632909971712035;127:0.003177105437794925","0.00537109375","Yes"
"138","83.69739886442525","115.97772398551481","0.01025390625","0.01220703125","0.00830078125","1560","0.0002925314141844319","24","0.0002925314141844319","0","0.0002925314141844319","0.0002925314141844319","151:68;131:68","151:0.002194197668914072;131:0.0019454425680571208","151:0.001958794613181908;131:0.013833487351413237","0.01025390625","Yes"
"139","70.68412322237275","26.895255860417983","0.009765625","0.0166015625","0.0029296875","1560","0.0004363754332440748","24","0.0004363754332440748","0","0.0004363754332440748","0.0004363754332440748","155:68;135:68","155:0.0025619547427416234;135:0.0032633151147732353","155:0.0022389154865104233;135:0.003953317008139556","0.009765625","Yes"
"140","136.60412200139626","184.43874538394152","0.025634765625","0.0263671875","0.02490234375","1560","0.00038197550499769313","24","0.00038197550499769313","0","0.00038197550499769313","0.00038197550499769313","141:68","141:0.028821212211459918","141:0.003421501414661521","0.025634765625","Yes"
"141","232.19635027870294","156.72258150483842","0.008056640625","0.01171875","0.00439453125","1560","0.0002500656386413098","24","0.0002500656386413098","0","0.0002500656386413098","0.0002500656386413098","140:68;142:68","140:0.028821212211459918;142:0.001692030588390181","140:0.003421501414661521;142:0.001798340140767074","0.008056640625","Yes"
"142","173.76596704689632","179.98884126905975","0.009033203125","0.0166015625","0.00146484375","1560","0.0002795764979812595","24","0.0002795764979812595","0","0.0002795764979812595","0.0002795764979812595","143:68;141:68","143:0.0016920056260373295;141:0.001692030588390181","143:0.001971617920885349;141:0.001798340140767074","0.009033203125","Yes"
"143","183.09820911670968","140.71058239085684","0.00634765625","0.00830078125","0.00439453125","1560","0.00016693685712473763","24","0.00016693685712473763","0","0.00016693685712473763","0.00016693685712473763","142:68;144:68;136:68","142:0.0016920056260373295;144:0.002283898618240854;136:0.0018215232359115874","142:0.001971617920885349;144:0.002138953621008244;136:0.001676102181711131","0.00634765625","Yes"
"144","204.49641283827486","247.19467052205644","0.00830078125","0.00927734375","0.00732421875","1560","0.00038642849431891156","24","0.00038642849431891156","0","0.00038642849431891156","0.00038642849431891156","145:68;143:68","145:0.0018773156399504998;143:0.002283898618240854","145:0.0017792424378085259;143:0.002138953621008244","0.00830078125","Yes"
"145","102.78872079432044","114.0639471305059","0.040283203125","0.0390625","0.04150390625","1560","0.00013992590882547416","24","0.00013992590882547416","0","0.00013992590882547416","0.00013992590882547416","144:68;146:68","144:0.0018773156399504998;146:0.001911659974005775","144:0.0017792424378085259;146:0.001997116909231572","0.040283203125","Yes"
"146","126.20248230150503","42.349010719976604","0.014404296875","0.01708984375","0.01171875","1560","0.0001898773405808643","24","0.0001898773405808643","0","0.0001898773405808643","0.0001898773405808643","145:68;147:88","145:0.001911659974005775;147:0.0024235222444921045","145:0.001997116909231572;147:0.001965458922666502","0.014404296875","Yes"
"147","169.20962949267428","146.37349450523433","0.01220703125","0.01513671875","0.00927734375","1560","0.00021832239886558839","24","0.00021832239886558839","0","0.00021832239886558839","0.00021832239886558839","148:68;137:68;146:88","148:0.0030975678777878657;137:0.0038510716365471598;146:0.0024235222444921045","148:0.002633275524475398;137:0.0035632909971712035;146:0.001965458922666502","0.01220703125","Yes"
"148","84.56329936736647","109.32164801082172","0.008544921875","0.015625","0.00146484375","1560","0.0003046264155226787","24","0.0003046264155226787","0","0.0003046264155226787","0.0003046264155226787","147:68;149:68","147:0.0030975678777878657;149:0.012667519849020814","147:0.002633275524475398;149:0.010399268983540905","0.008544921875","Yes"
"149","56.05278693251948","5.227541736502824","0.07958984375","0.0888671875","0.0703125","1560","0.0012033249796425103","24","0.0012033249796425103","0","0.0012033249796425103","0.0012033249796425103","150:68;148:68","150:0.013670172071093417;148:0.012667519849020814","150:0.008212781174655404;148:0.010399268983540905","0.07958984375","Yes"
"150","156.17471147034703","5.877686664183498","0.01025390625","0.01806640625","0.00244140625","1560","0.0006902902883402764","24","0.0006902902883402764","0","0.0006902902883402764","0.0006902902883402764","149:68;151:68","149:0.013670172071093417;151:0.007023347114634815","149:0.008212781174655404;151:0.007780996362413584","0.01025390625","Yes"
"151","84.34132473650254","109.8613675506492","0.00830078125","0.01318359375","0.00341796875","1560","0.00020067522364149984","24","0.00020067522364149984","0","0.00020067522364149984","0.00020067522364149984","138:68;152:68;150:68","138:0.002194197668914072;152:0.002218167017703443;150:0.007023347114634815","138:0.001958794613181908;152:0.002028925772939255;150:0.007780996362413584","0.00830078125","Yes"
"152","84.57634970230663","90.58715193372011","0.00830078125","0.0146484375","0.001953125","1560","0.00035881012949409415","24","0.00035881012949409415","0","0.00035881012949409415","0.00035881012949409415","151:68;153:68","151:0.002218167017703443;153:0.0025599458395579033","151:0.002028925772939255;153:0.002300635126228856","0.00830078125","Yes"
"153","236.52347879098593","62.66681759544805","0.014404296875","0.0185546875","0.01025390625","1560","0.00029343440771797556","24","0.00029343440771797556","0","0.00029343440771797556","0.00029343440771797556","152:68;154:68","152:0.0025599458395579033;154:0.0026629359377725037","152:0.002300635126228856;154:0.0023665085698278965","0.014404296875","Yes"
"154","156.6199708776169","113.08379240463935","0.00732421875","0.0068359375","0.0078125","1560","0.00032346001099815337","24","0.00032346001099815337","0","0.00032346001099815337","0.00032346001099815337","153:68;155:68","153:0.0026629359377725037;155:0.002017389800982816","153:0.0023665085698278965;155:0.0016954853486945143","0.00732421875","Yes"
"155","190.90866871173333","16.146072025853897","0.015869140625","0.02099609375","0.0107421875","1560","0.00020319721672244784","24","0.00020319721672244784","0","0.00020319721672244784","0.00020319721672244784","139:68;154:68","139:0.0025619547427416234;154:0.002017389800982816","139:0.0022389154865104233;154:0.0016954853486945143","0.015869140625","Yes"
