"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","MEASURE error","Operational"
"86","314.676333052755","245.14309685424914","0.0606689453125","0.044921875","0.076416015625","2400","0.00015878364749117918","32","0.00015878364749117918","0","0.00015878364749117918","0.00015878364749117918","85:0.002593481724081359;87:0.002791964540946462;96:0.002746868752681514;76:0.003121324587532781","85:168;87:128;96:208;76:168","0.0606689453125","Yes"
"87","321.34248918311954","218.4602257742078","0.02197265625","0.015625","0.0283203125","2400","0.00016833910172223978","32","0.00016833910172223978","0","0.00016833910172223978","0.00016833910172223978","77:0.0020006592162297165;86:0.002791964540946462;88:0.001647363488649245;97:0.0025546395581091674","77:248;86:128;88:148;97:328","0.02197265625","Yes"
"88","333.51778183307925","315.72273290796335","0.2965087890625","0.63037109375","0.0048828125","2400","0.00017226843869002753","32","0.00017226843869002753","0","0.00017226843869002753","0.00017226843869002753","78:0.005071441071352906;87:0.001647363488649245;89:0.003613730852891295;98:0.0021495874283083694","78:268;87:148;89:108;98:248","0.2965087890625","Yes"
"89","257.06650896149023","241.31987909565154","0.0352783203125","0.03564453125","0.034912109375","2400","0.0002486715977910638","32","0.0002486715977910638","0","0.0002486715977910638","0.0002486715977910638","79:0.0032628831650512446;99:0.002503993729478765;88:0.003613730852891295","79:68;99:68;88:108","0.0352783203125","Yes"
"90","288.3499001386551","228.55342610124316","0.0101318359375","0.01171875","0.008544921875","2400","0.001013094400596084","32","0.001013094400596084","0","0.001013094400596084","0.001013094400596084","80:0.0034831414555871465;91:0.002508700617737003;100:0.005779447066392246","80:88;91:68;100:68","0.0101318359375","Yes"
"91","405.29966658969624","302.32816810689116","0.0118408203125","0.013427734375","0.01025390625","2400","0.0000957733165778388","32","0.0000957733165778388","0","0.0000957733165778388","0.0000957733165778388","81:0.0011396451496362148;90:0.002508700617737003;92:0.002017851099382212;101:0.0010304553981775877","81:88;90:68;92:208;101:168","0.0118408203125","Yes"
"92","331.37848296509173","225.09925907636517","0.0338134765625","0.03955078125","0.028076171875","2400","0.000177147719319495","32","0.000177147719319495","0","0.000177147719319495","0.000177147719319495","82:0.0025047477653632466;91:0.002017851099382212;93:0.00723278704802327;102:0.006314261182956776","82:168;91:208;93:188;102:268","0.0338134765625","Yes"
"93","341.8928716510683","254.60605983635278","0.0489501953125","0.092529296875","0.00537109375","2400","0.0008321276371191435","32","0.0008321276371191435","0","0.0008321276371191435","0.0008321276371191435","94:0.008934753228325237;83:0.012680328228922427;103:0.007347434398454145;92:0.00723278704802327","94:168;83:128;103:448;92:188","0.0489501953125","Yes"
"94","394.802825151649","305.8605901739044","0.0086669921875","0.009765625","0.007568359375","2400","0.00021566130193773872","32","0.00021566130193773872","0","0.00021566130193773872","0.00021566130193773872","93:0.008934753228325237;84:0.005266119818406856;95:0.004166650017979556;104:0.0028212253345717975","93:168;84:208;95:168;104:168","0.0086669921875","Yes"
"95","344.6520410995918","317.0435023068197","0.03125","0.041748046875","0.020751953125","2400","0.0004029430873279675","32","0.0004029430873279675","0","0.0004029430873279675","0.0004029430873279675","85:0.0033548237536006054;94:0.004166650017979556;96:0.00256187299104646;105:0.0029347064795100797","85:188;94:168;96:128;105:148","0.03125","Yes"
"96","359.1769868986957","308.75047597040077","0.0408935546875","0.06396484375","0.017822265625","2400","0.0001914773909760973","32","0.0001914773909760973","0","0.0001914773909760973","0.0001914773909760973","97:0.002378053442761874;106:0.0040429754093015136;86:0.002746868752681514;95:0.00256187299104646","97:168;106:188;86:208;95:128","0.0408935546875","Yes"
"97","360.27247523200015","270.53271478104523","0.0703125","0.082763671875","0.057861328125","2400","0.0002357869084264345","32","0.0002357869084264345","0","0.0002357869084264345","0.0002357869084264345","96:0.002378053442761874;98:0.0033399679658662196;87:0.0025546395581091674;107:0.0015894964073393525","96:168;98:248;87:328;107:128","0.0703125","Yes"
"98","397.36233714897065","334.231011140893","0.0234375","0.02490234375","0.02197265625","2400","0.0003164632196057341","32","0.0003164632196057341","0","0.0003164632196057341","0.0003164632196057341","97:0.0033399679658662196;88:0.0021495874283083694;99:0.0017910152774793242;108:0.004681581550221969","97:248;88:248;99:68;108:348","0.0234375","Yes"
"99","246.61810919474763","239.62209835419617","0.0274658203125","0.044189453125","0.0107421875","2400","0.000597929811265452","32","0.000597929811265452","0","0.000597929811265452","0.000597929811265452","109:0.0031354258443652416;89:0.002503993729478765;98:0.0017910152774793242","109:188;89:68;98:68","0.0274658203125","Yes"
"100","246.38432395176525","161.10848558038353","0.0135498046875","0.015869140625","0.01123046875","2400","0.0003244707721416149","32","0.0003244707721416149","0","0.0003244707721416149","0.0003244707721416149","101:0.006454361691475785;110:0.008268160057169294;90:0.005779447066392246","101:188;110:128;90:68","0.0135498046875","Yes"
"101","291.21720194865924","284.6462059782159","0.0126953125","0.02001953125","0.00537109375","2400","0.00018170706526045812","32","0.00018170706526045812","0","0.00018170706526045812","0.00018170706526045812","100:0.006454361691475785;91:0.0010304553981775877;102:0.003507142122142065;111:0.0018530160835527887","100:188;91:168;102:128;111:248","0.0126953125","Yes"
"102","354.59193973209324","119.43986348224732","0.012451171875","0.020751953125","0.004150390625","2400","0.0003160230413474363","32","0.0003160230413474363","0","0.0003160230413474363","0.0003160230413474363","101:0.003507142122142065;103:0.006899747834846648;92:0.006314261182956776;112:0.005141801242903782","101:128;103:368;92:268;112:168","0.012451171875","Yes"
"103","345.61555010517253","343.8553881248388","0.0166015625","0.02490234375","0.00830078125","2400","0.00015192418406464347","32","0.00015192418406464347","0","0.00015192418406464347","0.00015192418406464347","104:0.003578650166399494;113:0.0024003147805221337;93:0.007347434398454145;102:0.006899747834846648","104:128;113:428;93:448;102:368","0.0166015625","Yes"
"104","439.47023082327837","280.31036202998706","0.0115966796875","0.0146484375","0.008544921875","2400","0.00013412869273128844","32","0.00013412869273128844","0","0.00013412869273128844","0.00013412869273128844","103:0.003578650166399494;105:0.0023059009387259854;114:0.006847500482779045;94:0.0028212253345717975","103:128;105:128;114:128;94:168","0.0115966796875","Yes"
"105","441.1064313797771","491.05447846513067","0.0386962890625","0.04296875","0.040771484375","2400","0.00022894473642887518","32","0.00022894473642887518","0","0.00022894473642887518","0.00022894473642887518","104:0.0023059009387259854;106:0.0021513927441800806;115:0.005698973464607515;95:0.0029347064795100797","104:128;106:148;115:148;95:148","0.0386962890625","Yes"
"106","331.2696169932491","254.5425474798785","0.0087890625","0.00927734375","0.00830078125","2400","0.00013720825635623796","32","0.00013720825635623796","0","0.00013720825635623796","0.00013720825635623796","96:0.0040429754093015136;107:0.006386463490284405;116:0.00156954637843848;105:0.0021513927441800806","96:188;107:188;116:128;105:148","0.0087890625","Yes"
"107","443.3291238368399","252.15688528750462","0.034423828125","0.05517578125","0.013671875","2400","0.0002681214396014568","32","0.0002681214396014568","0","0.0002681214396014568","0.0002681214396014568","106:0.006386463490284405;108:0.0030467309111908425;117:0.0019178067679137267;97:0.0015894964073393525","106:188;108:168;117:208;97:128","0.034423828125","Yes"
"108","149.7513545421153","144.16231617774812","0.012451171875","0.01318359375","0.01171875","2400","0.00038291398568438174","32","0.00038291398568438174","0","0.00038291398568438174","0.00038291398568438174","107:0.0030467309111908425;109:0.0043408350975837895;118:0.010761994632164068;98:0.004681581550221969","107:168;109:128;118:128;98:348","0.012451171875","Yes"
"109","307.0425665793359","255.53343501662462","0.01318359375","0.017333984375","0.009033203125","2400","0.0002832313025096575","32","0.0002832313025096575","0","0.0002832313025096575","0.0002832313025096575","99:0.0031354258443652416;108:0.0043408350975837895;119:0.0016110764423120094","99:188;108:128;119:128","0.01318359375","Yes"
"110","404.11689788723913","462.32456279461985","0.01513671875","0.018798828125","0.011474609375","2400","0.00032301214528407586","32","0.00032301214528407586","0","0.00032301214528407586","0.00032301214528407586","100:0.008268160057169294;111:0.0018534604633365093","100:128;111:128","0.01513671875","Yes"
"111","337.2076308542588","362.03079867652013","0.01611328125","0.03076171875","0.00146484375","2400","0.00021622073100265079","32","0.00021622073100265079","0","0.00021622073100265079","0.00021622073100265079","112:0.008161005979110098;110:0.0018534604633365093;101:0.0018530160835527887","112:128;110:128;101:248","0.01611328125","Yes"
"112","249.3008087627157","255.87557261491364","0.0169677734375","0.028564453125","0.00537109375","2400","0.00014404041153225907","32","0.00014404041153225907","0","0.00014404041153225907","0.00014404041153225907","111:0.008161005979110098;113:0.0017830191016017238;102:0.005141801242903782","111:128;113:168;102:168","0.0169677734375","Yes"
"113","383.0982847219729","389.4864657712739","0.0087890625","0.01318359375","0.00439453125","2400","0.0001250343706005362","32","0.0001250343706005362","0","0.0001250343706005362","0.0001250343706005362","103:0.0024003147805221337;112:0.0017830191016017238;114:0.005166115860555237","103:428;112:168;114:128","0.0087890625","Yes"
"114","227.02795960220445","260.83585427627105","0.01904296875","0.0341796875","0.00390625","2400","0.0004273837913933175","32","0.0004273837913933175","0","0.0004273837913933175","0.0004273837913933175","115:0.004777324079448364;104:0.006847500482779045;113:0.005166115860555237","115:128;104:128;113:128","0.01904296875","Yes"
"115","274.7336583281866","239.46453512148292","0.0133056640625","0.020751953125","0.005859375","2400","0.00023601707275329255","32","0.00023601707275329255","0","0.00023601707275329255","0.00023601707275329255","114:0.004777324079448364;105:0.005698973464607515;116:0.002903733087987831","114:128;105:148;116:128","0.0133056640625","Yes"
"116","563.127195916919","145.98382157175033","0.0157470703125","0.02197265625","0.009521484375","2400","0.0001482060378346588","32","0.0001482060378346588","0","0.0001482060378346588","0.0001482060378346588","106:0.00156954637843848;115:0.002903733087987831;117:0.001277082166713489","106:128;115:128;117:128","0.0157470703125","Yes"
"117","397.2576949100836","369.7819226496777","0.0247802734375","0.031982421875","0.017578125","2400","0.0002499564620147147","32","0.0002499564620147147","0","0.0002499564620147147","0.0002499564620147147","107:0.0019178067679137267;116:0.001277082166713489;118:0.008538759743122543","107:208;116:128;118:128","0.0247802734375","Yes"
"118","290.2770903344405","311.60161702203476","0.06298828125","0.118896484375","0.007080078125","2400","0.0006220644030622402","32","0.0006220644030622402","0","0.0006220644030622402","0.0006220644030622402","119:0.010916286351794063;108:0.010761994632164068;117:0.008538759743122543","119:128;108:128;117:128","0.06298828125","Yes"
"119","409.10066420568444","189.1961601856665","0.03076171875","0.0361328125","0.025390625","2400","0.00013471928960363973","32","0.00013471928960363973","0","0.00013471928960363973","0.00013471928960363973","118:0.010916286351794063;109:0.0016110764423120094","118:128;109:128","0.03076171875","Yes"
