"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","Operational"
"0","54.111131557154394","45.6861768047432","0.009033203125","0.0166015625","0.00146484375","1560","0.0020130918891974998","24","0.0020130918891974998","0","0.0020130918891974998","0.0020130918891974998","1:0.008937157848409039","1:68","1:0.007952292764284552","0.009033203125","Yes"
"1","229.5895198704131","253.52288126632993","0.02099609375","0.0302734375","0.01171875","1560","0.00035310735369535574","24","0.00035310735369535574","0","0.00035310735369535574","0.00035310735369535574","2:0.0021858775140629894;0:0.008937157848409039","2:68;0:68","2:0.0017545840709374816;0:0.007952292764284552","0.02099609375","Yes"
"2","152.3023196595444","114.57431798937615","0.0062255859375","0.00390625","0.008544921875","1560","0.00012522891935326145","24","0.00012522891935326145","0","0.00012522891935326145","0.00012522891935326145","1:0.0021858775140629894;3:0.0018415947503016283","1:68;3:68","1:0.0017545840709374816;3:0.001687524793277495","0.0062255859375","Yes"
"3","241.23355547420573","251.29120385200525","0.0264892578125","0.021728515625","0.03125","1560","0.0001779031083584548","24","0.0001779031083584548","0","0.0001779031083584548","0.0001779031083584548","16:0.0020986922753268022;2:0.0018415947503016283;4:0.0019156776514859808","16:68;2:68;4:68","16:0.002075471830682546;2:0.001687524793277495;4:0.0023616243719226937","0.0264892578125","Yes"
"4","182.37654883960525","136.99657164415032","0.003173828125","0.004150390625","0.002197265625","1560","0.00029766744298263895","24","0.00029766744298263895","0","0.00029766744298263895","0.00029766744298263895","3:0.0019156776514859808;5:0.0023696277125453413","3:68;5:68","3:0.0023616243719226937;5:0.0022317937566366797","0.003173828125","Yes"
"5","208.35195346402438","179.18646085358517","0.0106201171875","0.0107421875","0.010498046875","1560","0.00028142726004616624","24","0.00028142726004616624","0","0.00028142726004616624","0.00028142726004616624","6:0.0018870766158285701;4:0.0023696277125453413","6:68;4:68","6:0.0020870816320562313;4:0.0022317937566366797","0.0106201171875","Yes"
"6","180.28342899332497","129.88188139181307","0.0093994140625","0.009033203125","0.009765625","1560","0.00023073622807287265","24","0.00023073622807287265","0","0.00023073622807287265","0.00023073622807287265","5:0.0018870766158285701;7:0.002248000242859205","5:68;7:68","5:0.0020870816320562313;7:0.0023551400633884945","0.0093994140625","Yes"
"7","131.27188234822256","40.816596950554086","0.017822265625","0.0263671875","0.00927734375","1560","0.00037384491092522644","24","0.00037384491092522644","0","0.00037384491092522644","0.00037384491092522644","17:0.00289022292653468;6:0.002248000242859205;8:0.0027769082078344387","17:68;6:68;8:68","17:0.003121019134307984;6:0.0023551400633884945;8:0.0038851033232758236","0.017822265625","Yes"
"8","137.03389231967265","29.848491365437216","0.007080078125","0.01025390625","0.00390625","1560","0.0002961127530860836","24","0.0002961127530860836","0","0.0002961127530860836","0.0002961127530860836","9:0.0025083571013696515;7:0.0027769082078344387","9:68;7:68","9:0.0020959242214904084;7:0.0038851033232758236","0.007080078125","Yes"
"9","245.99135816758147","30.264333421320316","0.0106201171875","0.011474609375","0.009765625","1560","0.00031096638962750184","24","0.00031096638962750184","0","0.00031096638962750184","0.00031096638962750184","8:0.0025083571013696515;10:0.001707659850728016","8:68;10:68","8:0.0020959242214904084;10:0.0026986024392702257","0.0106201171875","Yes"
"10","173.3193073314133","125.31934371867989","0.0059814453125","0.00732421875","0.003173828125","1560","0.0003342982243133749","24","0.0003342982243133749","0","0.0003342982243133749","0.0003342982243133749","9:0.001707659850728016;11:0.006917729948931417","9:68;11:68","9:0.0026986024392702257;11:0.0074599024288868054","0.0059814453125","Yes"
