"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","Operational"
"0","191.30907630962446","29.553324702008442","0.017333984375","0.032958984375","0.001708984375","2584","0.0005814377268669446","36","0.0005814377268669446","0","0.0005814377268669446","0.0005814377268669446","1:0.001836855233706025","1:68","1:0.002683274961265497","0.017333984375","Yes"
"1","167.1386730218428","150.06148915231356","0.0057373046875","0.010009765625","0.00146484375","2584","0.00019184736830669583","36","0.00019184736830669583","0","0.00019184736830669583","0.00019184736830669583","2:0.0011876631756453648;0:0.001836855233706025","2:68;0:68","2:0.001591141852652106;0:0.002683274961265497","0.0057373046875","Yes"
"2","208.14045543523406","289.86688382001233","0.0048828125","0.00732421875","0.00244140625","2584","0.0001293160811383352","36","0.0001293160811383352","0","0.0001293160811383352","0.0001293160811383352","1:0.0011876631756453648;3:0.001276303638126558","1:68;3:68","1:0.001591141852652106;3:0.0018282472986199672","0.0048828125","Yes"
"3","326.3780258781617","259.741922468407","0.006103515625","0.00830078125","0.00390625","2584","0.00019212710676560845","36","0.00019212710676560845","0","0.00019212710676560845","0.00019212710676560845","16:0.00228077635378629;2:0.001276303638126558;4:0.0015696647475043624","16:68;2:68;4:80","16:0.0020966558069310526;2:0.0018282472986199672;4:0.0021368943782736627","0.006103515625","Yes"
"4","222.78394644709198","151.5487290184845","0.0108642578125","0.0205078125","0.001220703125","2584","0.00040124895677058544","36","0.00040124895677058544","0","0.00040124895677058544","0.00040124895677058544","3:0.0015696647475043624;5:0.0020564017581363725","3:80;5:68","3:0.0021368943782736627;5:0.0032140614162670944","0.0108642578125","Yes"
"5","185.3731426180133","122.93000548304519","0.004150390625","0.00634765625","0.001953125","2584","0.0003284661537696667","36","0.0003284661537696667","0","0.0003284661537696667","0.0003284661537696667","6:0.0013915917185435833;4:0.0020564017581363725","6:68;4:68","6:0.0024057808595619457;4:0.0032140614162670944","0.004150390625","Yes"
"6","307.85365186113467","190.75546204379782","0.0054931640625","0.00830078125","0.002685546875","2584","0.00017733667479152393","36","0.00017733667479152393","0","0.00017733667479152393","0.00017733667479152393","5:0.0013915917185435833;7:0.0013474651317526287","5:68;7:68","5:0.0024057808595619457;7:0.0016137782692478564","0.0054931640625","Yes"
"7","241.94751226956797","103.50407007655582","0.0057373046875","0.010986328125","0.00048828125","2584","0.00048100685663143877","36","0.00048100685663143877","0","0.00048100685663143877","0.00048100685663143877","17:0.0013480381386751228;6:0.0013474651317526287;8:0.002606837225711478","17:68;6:68;8:80","17:0.0013143667736909004;6:0.0016137782692478564;8:0.0019406087842211706","0.0057373046875","Yes"
"8","153.91754390247544","87.12053184463358","0.0146484375","0.027099609375","0.002197265625","2584","0.000289093765223812","36","0.000289093765223812","0","0.000289093765223812","0.000289093765223812","9:0.003349586862252951;7:0.002606837225711478","9:68;7:80","9:0.002476069987081997;7:0.0019406087842211706","0.0146484375","Yes"
"9","204.26419956833027","199.95100344265924","0.0086669921875","0.015380859375","0.001953125","2584","0.0003514861365608933","36","0.0003514861365608933","0","0.0003514861365608933","0.0003514861365608933","8:0.003349586862252951;10:0.0013937945205763635","8:68;10:68","8:0.002476069987081997;10:0.0016704340143972873","0.0086669921875","Yes"
"10","286.3166600582576","179.25422381658748","0.016357421875","0.0107421875","0.003173828125","2584","0.0001691837207404105","36","0.0001691837207404105","0","0.0001691837207404105","0.0001691837207404105","9:0.0013937945205763635;11:0.0014028806262877669","9:68;11:68","9:0.0016704340143972873;11:0.0012791840971064783","0.016357421875","Yes"
"11","276.61574792069126","124.23410033437222","0.0294189453125","0.0556640625","0.003173828125","2584","0.000281961152101808","36","0.000281961152101808","0","0.000281961152101808","0.000281961152101808","18:0.0015071575093634493;10:0.0014028806262877669;12:0.0009659764080050259","18:68;10:68;12:68","18:0.0014896419105217829;10:0.0012791840971064783;12:0.00115327660257597","0.0294189453125","Yes"
"12","330.98629348714184","183.14625215002476","0.004638671875","0.0068359375","0.00244140625","2584","0.00019302239946102364","36","0.00019302239946102364","0","0.00019302239946102364","0.00019302239946102364","13:0.0014506536445544893;11:0.0009659764080050259","13:80;11:68","13:0.0030623857738768523;11:0.00115327660257597","0.004638671875","Yes"
