"Qubit","T1 (us)","T2 (us)","Readout assignment error","Prob meas0 prep1","Prob meas1 prep0","Readout length (ns)","ID error","Single-qubit gate length (ns)","RX error","Z-axis rotation (rz) error","√x (sx) error","Pauli-X error","CZ error","Gate length (ns)","RZZ error","MEASURE error","Operational"
"0","161.82733281634913","234.4439065266146","0.146728515625","0.148681640625","0.144775390625","1560","0.00023905279992781974","32","0.00023905279992781974","0","0.00023905279992781974","0.00023905279992781974","15:0.0020874301008477203;1:0.001964416772162858","15:68;1:68","15:0.002648723374146511;1:0.001571038822171078","0.146728515625","Yes"
"1","261.69420253579045","174.75852250859126","0.065185546875","0.042236328125","0.088134765625","1560","0.00016236208860115716","32","0.00016236208860115716","0","0.00016236208860115716","0.00016236208860115716","2:0.0029988105666729215;0:0.001964416772162858","2:68;0:68","2:0.002521375940030268;0:0.001571038822171078","0.065185546875","Yes"
"2","172.98398403527318","152.0143202803362","0.04345703125","0.052978515625","0.033935546875","1560","0.000714987067668075","32","0.000714987067668075","0","0.000714987067668075","0.000714987067668075","1:0.0029988105666729215;3:0.0017761869487704918","1:68;3:68","1:0.002521375940030268;3:0.0021827142552259537","0.04345703125","Yes"
"3","224.3523492004215","152.71063877604428","0.0179443359375","0.018310546875","0.017578125","1560","0.00027190934760340426","32","0.00027190934760340426","0","0.00027190934760340426","0.00027190934760340426","2:0.0017761869487704918;4:0.0017674091065058573","2:68;4:68","2:0.0021827142552259537;4:0.0021913439926795064","0.0179443359375","Yes"
"4","121.61738454528435","172.69897408642285","0.040771484375","0.049560546875","0.031982421875","1560","0.0005029272289794715","32","0.0005029272289794715","0","0.0005029272289794715","0.0005029272289794715","3:0.0017674091065058573;5:0.0029354024723919903;16:0.0015300248690497675","3:68;5:68;16:80","3:0.0021913439926795064;5:0.0021927201036694988;16:0.0018733993157767082","0.040771484375","Yes"
"5","337.7107835175172","34.3378545401325","0.02880859375","0.020751953125","0.036865234375","1560","0.0001845639787878027","32","0.0001845639787878027","0","0.0001845639787878027","0.0001845639787878027","6:0.0026749883614401726;4:0.0029354024723919903","6:68;4:68","6:0.0023216325102449475;4:0.0021927201036694988","0.02880859375","Yes"
"6","44.4678990916493","80.13361437059358","0.0135498046875","0.0244140625","0.003173828125","1560","0.00047782655840650034","32","0.00047782655840650034","0","0.00047782655840650034","0.00047782655840650034","5:0.0026749883614401726;7:0.0031596886553975356","5:68;7:68","5:0.0023216325102449475;7:0.002830235572608225","0.0135498046875","Yes"
"7","196.40033586942164","144.42821239779383","0.08203125","0.060302734375","0.103759765625","1560","0.0006077722052662679","32","0.0006077722052662679","0","0.0006077722052662679","0.0006077722052662679","6:0.0031596886553975356;8:0.0027644478222715874","6:68;8:68","6:0.002830235572608225;8:0.0026316652576152955","0.08203125","Yes"
"8","239.72564587717014","213.82849999891303","0.0653076171875","0.057373046875","0.0732421875","1560","0.00042479581037789","32","0.00042479581037789","0","0.00042479581037789","0.00042479581037789","9:0.0025112215745488053;17:0.002680236457027113;7:0.0027644478222715874","9:68;17:108;7:68","9:0.0026236532271035895;17:0.0029836512176529273;7:0.0026316652576152955","0.0653076171875","Yes"
"9","106.97019176741252","107.7150829992825","0.0194091796875","0.035888671875","0.0029296875","1560","0.00036406230566165133","32","0.00036406230566165133","0","0.00036406230566165133","0.00036406230566165133","8:0.0025112215745488053;10:0.0018056902157601307","8:68;10:68","8:0.0026236532271035895;10:0.001957765118050181","0.0194091796875","Yes"
